TipoArticulo,Anhada,Partida,Raza,Alimentacion,NumeroSerieLc,AcidoOleico,AcidoPalmitico,AcidoEstearico,AcidoLinoleico,PesoVarios,Pesovientres,PesoCerdos,PesoNetoCanal,Nacimiento,CodigoMatadero,NroAnimales,PesoEntrada,TipoPesada,PesoSalida,DescripcionArticulo,FechaEntrada,FechaSalida
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545075,0,0,0,0,0,0,0,0,,1,153,17.3,Individual,7.22,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071438841,0,0,0,0,0,0,0,0,,1,153,18.02,Individual,7.92,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473156,0,0,0,0,0,0,0,0,,1,153,18.04,Individual,7.94,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544795,0,0,0,0,0,0,0,0,,1,153,17.98,Individual,7.9,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071547109,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.86,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071472999,0,0,0,0,0,0,0,0,,1,153,17.48,Individual,7.42,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071475525,0,0,0,0,0,0,0,0,,1,153,18.06,Individual,8,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544474,0,0,0,0,0,0,0,0,,1,153,17.14,Individual,7.08,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545303,0,0,0,0,0,0,0,0,,1,153,17.54,Individual,7.48,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071546676,0,0,0,0,0,0,0,0,,1,153,18.04,Individual,7.98,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544344,0,0,0,0,0,0,0,0,,1,153,18.1,Individual,8.06,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544351,0,0,0,0,0,0,0,0,,1,153,18.12,Individual,7.92,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451029,0,0,0,0,0,0,0,0,,1,153,18.02,Individual,7.96,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544856,0,0,0,0,0,0,0,0,,1,153,17.86,Individual,7.76,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545327,0,0,0,0,0,0,0,0,,1,153,17.44,Individual,7.26,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449262,0,0,0,0,0,0,0,0,,1,153,18.04,Individual,7.96,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544771,0,0,0,0,0,0,0,0,,1,153,17.74,Individual,7.66,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071547338,0,0,0,0,0,0,0,0,,1,153,17.9,Individual,7.84,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473002,0,0,0,0,0,0,0,0,,1,153,17.16,Individual,7.1,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071475631,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,210137,100% IBERICO,BELLOTA,236039744220,0,0,0,0,10990.714,18574.3,22780,18202.814,11/08/2019,1,129,18.91,Individual,6.52,PALETA NO APTA PARA EL CONSUMO HUMANO,2021-01-15 00:00:00.000,2021-12-13 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067117378,0,0,0,0,0,0,0,0,,1,153,18.14,Individual,8.06,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473330,0,0,0,0,0,0,0,0,,1,153,17.64,Individual,7.5,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544849,0,0,0,0,0,0,0,0,,1,153,17.66,Individual,7.48,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545723,0,0,0,0,0,0,0,0,,1,153,17.8,Individual,7.72,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473903,0,0,0,0,0,0,0,0,,1,153,18.1,Individual,7.92,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544894,0,0,0,0,0,0,0,0,,1,153,17.74,Individual,7.66,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116517,0,0,0,0,0,0,0,0,,1,153,18.06,Individual,7.88,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116951,0,0,0,0,0,0,0,0,,1,153,17.98,Individual,7.92,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473804,0,0,0,0,0,0,0,0,,1,153,17.48,Individual,7.42,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544788,0,0,0,0,0,0,0,0,,1,153,17.76,Individual,7.68,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545297,0,0,0,0,0,0,0,0,,1,153,17.76,Individual,7.7,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451593,0,0,0,0,0,0,0,0,,1,153,17.88,Individual,7.82,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544986,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545259,0,0,0,0,0,0,0,0,,1,153,18.08,Individual,8.02,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474146,0,0,0,0,0,0,0,0,,1,153,17.46,Individual,7.4,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545457,0,0,0,0,0,0,0,0,,1,153,17.86,Individual,7.74,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473965,0,0,0,0,0,0,0,0,,1,153,17.38,Individual,7.22,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474429,0,0,0,0,0,0,0,0,,1,153,18.06,Individual,7.9,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545594,0,0,0,0,0,0,0,0,,1,153,17.34,Individual,7.18,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116296,0,0,0,0,0,0,0,0,,1,153,7.94,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069450572,0,0,0,0,0,0,0,0,,1,153,17.84,Individual,7.78,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071472920,0,0,0,0,0,0,0,0,,1,153,17.5,Individual,7.44,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545631,0,0,0,0,0,0,0,0,,1,153,17.5,Individual,7.44,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071546690,0,0,0,0,0,0,0,0,,1,153,17.72,Individual,7.68,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474412,0,0,0,0,0,0,0,0,,1,153,17.84,Individual,7.78,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474948,0,0,0,0,0,0,0,0,,1,153,17.56,Individual,7.52,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544757,0,0,0,0,0,0,0,0,,1,153,18.22,Individual,8.16,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545655,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474931,0,0,0,0,0,0,0,0,,1,153,17.82,Individual,7.76,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544801,0,0,0,0,0,0,0,0,,1,153,17.78,Individual,7.7,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544610,0,0,0,0,0,0,0,0,,1,153,17.74,Individual,7.68,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545600,0,0,0,0,0,0,0,0,,1,153,17.04,Individual,6.96,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449651,0,0,0,0,0,0,0,0,,1,153,17.42,Individual,7.36,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071472845,0,0,0,0,0,0,0,0,,1,153,17.6,Individual,7.54,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449583,0,0,0,0,0,0,0,0,,1,153,17.52,Individual,7.46,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067115855,0,0,0,0,0,0,0,0,,1,153,17.96,Individual,7.9,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449682,0,0,0,0,0,0,0,0,,1,153,18.1,Individual,8.04,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069450619,0,0,0,0,0,0,0,0,,1,153,18.02,Individual,7.94,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474009,0,0,0,0,0,0,0,0,,1,153,17.98,Individual,7.9,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067117477,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.86,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449606,0,0,0,0,0,0,0,0,,1,153,17.94,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071546683,0,0,0,0,0,0,0,0,,1,153,17.78,Individual,7.72,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474962,0,0,0,0,0,0,0,0,,1,153,17.18,Individual,7.08,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473347,0,0,0,0,0,0,0,0,,1,153,17.52,Individual,7.44,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116180,0,0,0,0,0,0,0,0,,1,153,18.14,Individual,8.06,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545501,0,0,0,0,0,0,0,0,,1,153,17.56,Individual,7.48,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071437882,0,0,0,0,0,0,0,0,,1,153,17.72,Individual,7.66,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,211378,50% IBERICO,CEBO DE CAMPO,147091632205,0,0,0,0,7960.544,15572.8,18761.43,15261.344,29/05/2019,1,115,13.58,Individual,10.62,JAMàN NO APTO PARA EL CONSUMO HUMANO,2021-02-26 00:00:00.000,2021-12-13 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071438957,0,0,0,0,0,0,0,0,,1,153,17.54,Individual,7.44,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071439336,0,0,0,0,0,0,0,0,,1,153,17.88,Individual,7.82,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544887,0,0,0,0,0,0,0,0,,1,153,18.06,Individual,8,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545006,0,0,0,0,0,0,0,0,,1,153,18.16,Individual,8.1,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545648,0,0,0,0,0,0,0,0,,1,153,17.82,Individual,7.74,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544412,0,0,0,0,0,0,0,0,,1,153,17.36,Individual,7.28,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545679,0,0,0,0,0,0,0,0,,1,153,17.54,Individual,7.46,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071474788,0,0,0,0,0,0,0,0,,1,153,17.38,Individual,7.32,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544870,0,0,0,0,0,0,0,0,,1,153,17.84,Individual,7.76,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545686,0,0,0,0,0,0,0,0,,1,153,16.94,Individual,6.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-10 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071546850,0,0,0,0,0,0,0,0,,1,153,17.8,Individual,7.74,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473590,0,0,0,0,0,0,0,0,,1,153,17.8,Individual,7.74,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451678,0,0,0,0,0,0,0,0,,1,153,17.64,Individual,7.58,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116814,0,0,0,0,0,0,0,0,,1,153,17.44,Individual,7.38,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545518,0,0,0,0,0,0,0,0,,1,153,7.54,Individual,7.54,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451777,0,0,0,0,0,0,0,0,,1,153,17.86,Individual,7.68,JAMàN DE CEBO DE CAMPO IBRICO,2021-10-05 00:00:00.000,2022-02-14 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067116999,0,0,0,0,0,0,0,0,,1,153,18.06,Individual,7.98,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069449613,0,0,0,0,0,0,0,0,,1,153,17.5,Individual,7.44,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451302,0,0,0,0,0,0,0,0,,1,153,17.9,Individual,7.84,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473750,0,0,0,0,0,0,0,0,,1,153,17.3,Individual,7.24,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071546928,0,0,0,0,0,0,0,0,,1,153,17.8,Individual,7.74,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069451210,0,0,0,0,0,0,0,0,,1,153,17.62,Individual,7.54,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071473729,0,0,0,0,0,0,0,0,,1,153,17.78,Individual,7.72,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147067117644,0,0,0,0,0,0,0,0,,1,153,17.74,Individual,7.68,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069450756,0,0,0,0,0,0,0,0,,1,153,17.96,Individual,7.88,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147069450992,0,0,0,0,0,0,0,0,,1,153,17.86,Individual,7.8,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544528,0,0,0,0,0,0,0,0,,1,153,17.66,Individual,7.62,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544672,0,0,0,0,0,0,0,0,,1,153,18.1,Individual,8.02,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071545396,0,0,0,0,0,0,0,0,,1,153,18.08,Individual,8,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
Jamón,2021,40521,50% IBERICO,CEBO DE CAMPO,147071544481,0,0,0,0,0,0,0,0,,1,153,17.12,Individual,7.06,JAMON CEBO CAMPO 50% 7-8 KGS DON IBERICOO 50% 7-8 ,2021-10-05 00:00:00.000,2021-11-04 00:00:00.000
